Chromosome,ChromStart,ChromEnd,Band,Stain
chr9,72264191,72264191,p36.33,acen
chr9,72264191,72264346,q11,gneg
chr9,72264346,72264346,p36.33,acen
chr9,72264346,72264502,q11,gneg
chr9,72264502,72264502,p36.33,acen
chr9,72264502,72264658,q11,gneg
chr9,72264658,72264658,p36.33,acen
chr9,72264658,72264813,q11,gneg
chr9,72264813,72264813,p36.33,acen
chr9,72264813,72264969,q11,gneg
chr9,72264969,72264969,p36.33,acen
chr9,72264969,72265123,q11,gneg
chr9,72265123,72265123,p36.33,acen
chr9,72265123,72265279,q11,gneg
chr9,72265279,72265279,p36.33,acen
chr9,72265279,72265435,q11,gneg
chr9,72265435,72265435,p36.33,acen
chr9,72265435,72265591,q11,gneg
chr9,72265591,72265591,p36.33,acen
chr9,72265591,72265745,q11,gneg
chr9,72265745,72265745,p36.33,acen
chr9,72265745,72265901,q11,gneg
chr9,72265901,72265901,p36.33,acen
chr9,72265901,72266058,q11,gneg
chr9,72266058,72266058,p36.33,acen
chr9,72266058,72266213,q11,gneg
chr9,72266213,72266213,p36.33,acen
chr9,72266213,72266369,q11,gneg
chr9,72266369,72266369,p36.33,acen
chr9,72266369,72266524,q11,gneg
chr9,72266524,72266524,p36.33,acen
chr9,72266524,72266680,q11,gneg
chr9,72266680,72266680,p36.33,acen
chr9,72266680,72266836,q11,gneg
chr9,72266836,72266836,p36.33,acen
chr9,72266836,72266992,q11,gneg
chr9,72266992,72266992,p36.33,acen
chr9,72266992,72267148,q11,gneg
chr9,72267148,72267148,p36.33,acen
chr9,72267148,72267305,q11,gneg
chr9,72267305,72267305,p36.33,acen
chr9,72267305,72267460,q11,gneg
chr9,72267460,72267460,p36.33,acen
chr9,72267460,72267616,q11,gneg
chr9,72267616,72267616,p36.33,acen
chr9,72267616,72267773,q11,gneg
chr9,72267773,72267773,p36.33,acen
chr9,72267773,72267928,q11,gneg
chr9,72267928,72267928,p36.33,acen
chr9,72267928,72268083,q11,gneg
chr9,72268083,72268083,p36.33,acen
chr9,72268083,72268247,q11,gneg
chr9,72268247,72268247,p36.33,acen
chr9,72268247,72268404,q11,gneg
chr9,72268404,72268404,p36.33,acen
chr9,72268404,72268560,q11,gneg
chr9,72268560,72268560,p36.33,acen
chr9,72268560,72268716,q11,gneg
chr9,72268716,72268716,p36.33,acen
chr9,72268716,72268872,q11,gneg
chr9,72268872,72268872,p36.33,acen
chr9,72268872,72269027,q11,gneg
chr9,72269027,72269027,p36.33,acen
chr9,72269027,72269181,q11,gneg
chr9,72269181,72269181,p36.33,acen
chr9,72269181,72269335,q11,gneg
chr9,72269335,72269335,p36.33,acen
chr9,72269335,72269491,q11,gneg
chr9,72269491,72269491,p36.33,acen
chr9,72269491,72269647,q11,gneg
chr9,72269647,72269647,p36.33,acen
chr9,72269647,72269803,q11,gneg
chr9,72269803,72269803,p36.33,acen
chr9,72269803,72269958,q11,gneg
chr9,72269958,72269958,p36.33,acen
chr9,72269958,72270114,q11,gneg
chr9,72270114,72270114,p36.33,acen
chr9,72270114,72270269,q11,gneg
chr9,72270269,72270269,p36.33,acen
chr9,72270269,72270424,q11,gneg
chr9,72270424,72270424,p36.33,acen
chr9,72270424,72270580,q11,gneg
chr9,72270580,72270580,p36.33,acen
chr9,72270580,72270734,q11,gneg
chr9,72270734,72270734,p36.33,acen
chr9,72270734,72270890,q11,gneg
chr9,72270890,72270890,p36.33,acen
chr9,72270890,72271046,q11,gneg
chr9,72271046,72271046,p36.33,acen
chr9,72271046,72271202,q11,gneg
chr9,72271202,72271202,p36.33,acen
chr9,72271202,72271356,q11,gneg
chr9,72271356,72271356,p36.33,acen
chr9,72271356,72271513,q11,gneg
chr9,72271513,72271513,p36.33,acen
chr9,72271513,72271668,q11,gneg
chr9,72271668,72271668,p36.33,acen
chr9,72271668,72271821,q11,gneg
chr9,72271821,72271821,p36.33,acen
chr9,72271821,72271975,q11,gneg
chr9,72271975,72271975,p36.33,acen
chr9,72271975,72272131,q11,gneg
chr9,72272131,72272131,p36.33,acen
chr9,72272131,72284898,q11,gneg
chr9,72284898,72284898,p36.33,acen
chr9,72284898,72285057,q11,gneg
chr9,72285057,72285057,p36.33,acen
chr9,72285057,72285215,q11,gneg
chr9,72285215,72285215,p36.33,acen
chr9,72285215,72285371,q11,gneg
chr9,72285371,72285371,p36.33,acen
chr9,72285371,72285527,q11,gneg
chr9,72285527,72285527,p36.33,acen
chr9,72285527,72285682,q11,gneg
chr9,72285682,72285682,p36.33,acen
chr9,72285682,72285840,q11,gneg
chr9,72285840,72285840,p36.33,acen
chr9,72285840,72285994,q11,gneg
chr9,72285994,72285994,p36.33,acen
chr9,72285994,72286149,q11,gneg
chr9,72286149,72286149,p36.33,acen
chr9,72286149,72286310,q11,gneg
chr9,72286310,72286310,p36.33,acen
chr9,72286310,72286461,q11,gneg
chr9,72286461,72286461,p36.33,acen
chr9,72286461,72286617,q11,gneg
chr9,72286617,72286617,p36.33,acen
chr9,72286617,72286775,q11,gneg
chr9,72286775,72286775,p36.33,acen
chr9,72286775,72286933,q11,gneg
chr9,72286933,72286933,p36.33,acen
chr9,72286933,72287090,q11,gneg
chr9,72287090,72287090,p36.33,acen
chr9,72287090,72287246,q11,gneg
chr9,72287246,72287246,p36.33,acen
chr9,72287246,72287401,q11,gneg
chr9,72287401,72287401,p36.33,acen
chr9,72287401,72287557,q11,gneg
chr9,72287557,72287557,p36.33,acen
chr9,72287557,72287713,q11,gneg
chr9,72287713,72287713,p36.33,acen
chr9,72287713,72287867,q11,gneg
chr9,72287867,72287867,p36.33,acen
chr9,72287867,72288023,q11,gneg
chr9,72288023,72288023,p36.33,acen
chr9,72288023,72288178,q11,gneg
chr9,72288178,72288178,p36.33,acen
chr9,72288178,72288336,q11,gneg
chr9,72288336,72288336,p36.33,acen
chr9,72288336,72288493,q11,gneg
chr9,72288493,72288493,p36.33,acen
chr9,72288493,72288646,q11,gneg
chr9,72288646,72288646,p36.33,acen
chr9,72288646,72309210,q11,gneg
chr9,72309210,72309210,p36.33,acen
chr9,72309210,72309356,q11,gneg
chr9,72309356,72309356,p36.33,acen
chr9,72309356,72309512,q11,gneg
chr9,72309512,72309512,p36.33,acen
chr9,72309512,72309668,q11,gneg
chr9,72309668,72309668,p36.33,acen
chr9,72309668,72309826,q11,gneg
chr9,72309826,72309826,p36.33,acen
chr9,72309826,72309980,q11,gneg
chr9,72309980,72309980,p36.33,acen
chr9,72309980,72310139,q11,gneg
chr9,72310139,72310139,p36.33,acen
chr9,72310139,72310294,q11,gneg
chr9,72310294,72310294,p36.33,acen
chr9,72310294,72310449,q11,gneg
chr9,72310449,72310449,p36.33,acen
chr9,72310449,72310604,q11,gneg
chr9,72310604,72310604,p36.33,acen
chr9,72310604,72310760,q11,gneg
chr9,72310760,72310760,p36.33,acen
chr9,72310760,72310916,q11,gneg
chr9,72310916,72310916,p36.33,acen
chr9,72310916,72311073,q11,gneg
chr9,72311073,72311073,p36.33,acen
chr9,72311073,72311227,q11,gneg
chr9,72311227,72311227,p36.33,acen
chr9,72311227,72311383,q11,gneg
chr9,72311383,72311383,p36.33,acen
chr9,72311383,72311540,q11,gneg
chr9,72311540,72311540,p36.33,acen
chr9,72311540,72311694,q11,gneg
chr9,72311694,72311694,p36.33,acen
chr9,72311694,72311849,q11,gneg
chr9,72311849,72311849,p36.33,acen
chr9,72311849,72312003,q11,gneg
chr9,72312003,72312003,p36.33,acen
chr9,72312003,72312160,q11,gneg
chr9,72312160,72312160,p36.33,acen
chr9,72312160,72312316,q11,gneg
chr9,72312316,72312316,p36.33,acen
chr9,72312316,72312471,q11,gneg
chr9,72312471,72312471,p36.33,acen
chr9,72312471,72312627,q11,gneg
chr9,72312627,72312627,p36.33,acen
chr9,72312627,72312782,q11,gneg
chr9,72312782,72312782,p36.33,acen
chr9,72312782,72312938,q11,gneg
chr9,72312938,72312938,p36.33,acen
chr9,72312938,72313093,q11,gneg
chr9,72313093,72313093,p36.33,acen
chr9,72313093,72313248,q11,gneg
chr9,72313248,72313248,p36.33,acen
chr9,72313248,72313401,q11,gneg
chr9,72313401,72313401,p36.33,acen
chr9,72313401,72313557,q11,gneg
chr9,72313557,72313557,p36.33,acen
chr9,72313557,72313713,q11,gneg
chr9,72313713,72313713,p36.33,acen
chr9,72313713,72313868,q11,gneg
chr9,72313868,72313868,p36.33,acen
chr9,72313868,72314025,q11,gneg
chr9,72314025,72314025,p36.33,acen
chr9,72314025,72314180,q11,gneg
chr9,72314180,72314180,p36.33,acen
chr9,72314180,72314335,q11,gneg
chr9,72314335,72314335,p36.33,acen
chr9,72314335,72314489,q11,gneg
chr9,72314489,72314489,p36.33,acen
chr9,72314489,72314645,q11,gneg
chr9,72314645,72314645,p36.33,acen
chr9,72314645,72314801,q11,gneg
chr9,72314801,72314801,p36.33,acen
chr9,72314801,72314957,q11,gneg
chr9,72314957,72314957,p36.33,acen
chr9,72314957,72315112,q11,gneg
chr9,72315112,72315112,p36.33,acen
chr9,72315112,72315269,q11,gneg
chr9,72315269,72315269,p36.33,acen
chr9,72315269,72315424,q11,gneg
chr9,72315424,72315424,p36.33,acen
chr9,72315424,72315579,q11,gneg
chr9,72315579,72315579,p36.33,acen
chr9,72315579,72315733,q11,gneg
chr9,72315733,72315733,p36.33,acen
chr9,72315733,72315889,q11,gneg
chr9,72315889,72315889,p36.33,acen
chr9,72315889,72316045,q11,gneg
chr9,72316045,72316045,p36.33,acen
chr9,72316045,72316201,q11,gneg
chr9,72316201,72316201,p36.33,acen
chr9,72316201,72316358,q11,gneg
chr9,72316358,72316358,p36.33,acen
chr9,72316358,72316514,q11,gneg
chr9,72316514,72316514,p36.33,acen
chr9,72316514,72316662,q11,gneg
chr9,72316662,72316662,p36.33,acen
chr9,72316662,72316815,q11,gneg
chr9,72316815,72316815,p36.33,acen
chr9,72316815,72316971,q11,gneg
chr9,72316971,72316971,p36.33,acen
chr9,72316971,72317126,q11,gneg
chr9,72317126,72317126,p36.33,acen
chr9,72317126,72317282,q11,gneg
chr9,72317282,72317282,p36.33,acen
chr9,72317282,72346403,q11,gneg
chr9,72346403,72346403,p36.33,acen
chr9,72346403,72346558,q11,gneg
chr9,72346558,72346558,p36.33,acen
chr9,72346558,72346714,q11,gneg
chr9,72346714,72346714,p36.33,acen
chr9,72346714,72346858,q11,gneg
chr9,72346858,72346858,p36.33,acen
chr9,72346858,72347017,q11,gneg
chr9,72347017,72347017,p36.33,acen
chr9,72347017,72347169,q11,gneg
chr9,72347169,72347169,p36.33,acen
chr9,72347169,72347332,q11,gneg
chr9,72347332,72347332,p36.33,acen
chr9,72347332,72347479,q11,gneg
chr9,72347479,72347479,p36.33,acen
chr9,72347479,72347635,q11,gneg
chr9,72347635,72347635,p36.33,acen
chr9,72347635,72347791,q11,gneg
chr9,72347791,72347791,p36.33,acen
chr9,72347791,72347946,q11,gneg
chr9,72347946,72347946,p36.33,acen
chr9,72347946,72348101,q11,gneg
chr9,72348101,72348101,p36.33,acen
chr9,72348101,72348257,q11,gneg
chr9,72348257,72348257,p36.33,acen
chr9,72348257,72348413,q11,gneg
chr9,72348413,72348413,p36.33,acen
chr9,72348413,72348909,q11,gneg
chr9,72348909,72348909,p36.33,acen
chr9,72348909,72349064,q11,gneg
chr9,72349064,72349064,p36.33,acen
chr9,72349064,72349220,q11,gneg
chr9,72349220,72349220,p36.33,acen
chr9,72349220,72349376,q11,gneg
chr9,72349376,72349376,p36.33,acen
chr9,72349376,72349532,q11,gneg
chr9,72349532,72349532,p36.33,acen
chr9,72349532,72349687,q11,gneg
chr9,72349687,72349687,p36.33,acen
chr9,72349687,72349842,q11,gneg
chr9,72349842,72349842,p36.33,acen
chr9,72349842,72349998,q11,gneg
chr9,72349998,72349998,p36.33,acen
chr9,72349998,72350161,q11,gneg
chr9,72350161,72350161,p36.33,acen
chr9,72350161,72350308,q11,gneg
chr9,72350308,72350308,p36.33,acen
chr9,72350308,72350464,q11,gneg
chr9,72350464,72350464,p36.33,acen
chr9,72350464,72350620,q11,gneg
chr9,72350620,72350620,p36.33,acen
chr9,72350620,72350775,q11,gneg
chr9,72350775,72350775,p36.33,acen
chr9,72350775,72350931,q11,gneg
chr9,72350931,72350931,p36.33,acen
chr9,72350931,72351086,q11,gneg
chr9,72351086,72351086,p36.33,acen
chr9,72351086,72351241,q11,gneg
chr9,72351241,72351241,p36.33,acen
chr9,72351241,72351396,q11,gneg
chr9,72351396,72351396,p36.33,acen
chr9,72351396,72351552,q11,gneg
chr9,72351552,72351552,p36.33,acen
chr9,72351552,72351715,q11,gneg
chr9,72351715,72351715,p36.33,acen
chr9,72351715,72351862,q11,gneg
chr9,72351862,72351862,p36.33,acen
chr9,72351862,72352018,q11,gneg
chr9,72352018,72352018,p36.33,acen
chr9,72352018,72352173,q11,gneg
chr9,72352173,72352173,p36.33,acen
chr9,72352173,72352329,q11,gneg
chr9,72352329,72352329,p36.33,acen
chr9,72352329,72352485,q11,gneg
chr9,72352485,72352485,p36.33,acen
chr9,72352485,72352640,q11,gneg
chr9,72352640,72352640,p36.33,acen
chr9,72352640,72352796,q11,gneg
chr9,72352796,72352796,p36.33,acen
chr9,72352796,72352950,q11,gneg
chr9,72352950,72352950,p36.33,acen
chr9,72352950,72353400,q11,gneg
chr9,72353400,72353400,p36.33,acen
chr9,72353400,72353563,q11,gneg
chr9,72353563,72353563,p36.33,acen
chr9,72353563,72353719,q11,gneg
chr9,72353719,72353719,p36.33,acen
chr9,72353719,72353874,q11,gneg
chr9,72353874,72353874,p36.33,acen
chr9,72353874,72354029,q11,gneg
chr9,72354029,72354029,p36.33,acen
chr9,72354029,72354185,q11,gneg
chr9,72354185,72354185,p36.33,acen
chr9,72354185,72354348,q11,gneg
chr9,72354348,72354348,p36.33,acen
chr9,72354348,72354495,q11,gneg
chr9,72354495,72354495,p36.33,acen
chr9,72354495,72354651,q11,gneg
chr9,72354651,72354651,p36.33,acen
chr9,72354651,72354807,q11,gneg
chr9,72354807,72354807,p36.33,acen
chr9,72354807,72354962,q11,gneg
chr9,72354962,72354962,p36.33,acen
chr9,72354962,72355119,q11,gneg
chr9,72355119,72355119,p36.33,acen
chr9,72355119,72355282,q11,gneg
chr9,72355282,72355282,p36.33,acen
chr9,72355282,72355429,q11,gneg
chr9,72355429,72355429,p36.33,acen
chr9,72355429,72355585,q11,gneg
chr9,72355585,72355585,p36.33,acen
chr9,72355585,72355741,q11,gneg
chr9,72355741,72355741,p36.33,acen
chr9,72355741,72355896,q11,gneg
chr9,72355896,72355896,p36.33,acen
chr9,72355896,72356052,q11,gneg
chr9,72356052,72356052,p36.33,acen
chr9,72356052,72356207,q11,gneg
chr9,72356207,72356207,p36.33,acen
chr9,72356207,72356368,q11,gneg
chr9,72356368,72356368,p36.33,acen
chr9,72356368,72356519,q11,gneg
chr9,72356519,72356519,p36.33,acen
chr9,72356519,72356675,q11,gneg
chr9,72356675,72356675,p36.33,acen
chr9,72356675,72356831,q11,gneg
chr9,72356831,72356831,p36.33,acen
chr9,72356831,72356985,q11,gneg
chr9,72356985,72356985,p36.33,acen
chr9,72356985,72357141,q11,gneg
chr9,72357141,72357141,p36.33,acen
chr9,72357141,72357297,q11,gneg
chr9,72357297,72357297,p36.33,acen
chr9,72357297,72357453,q11,gneg
chr9,72357453,72357453,p36.33,acen
chr9,72357453,72357607,q11,gneg
chr9,72357607,72357607,p36.33,acen
chr9,72357607,72357763,q11,gneg
chr9,72357763,72357763,p36.33,acen
chr9,72357763,72357919,q11,gneg
chr9,72357919,72357919,p36.33,acen
chr9,72357919,72358073,q11,gneg
chr9,72358073,72358073,p36.33,acen
chr9,72358073,72358229,q11,gneg
chr9,72358229,72358229,p36.33,acen
chr9,72358229,72358385,q11,gneg
chr9,72358385,72358385,p36.33,acen
chr9,72358385,72358541,q11,gneg
chr9,72358541,72358541,p36.33,acen
chr9,72358541,72358695,q11,gneg
chr9,72358695,72358695,p36.33,acen
chr9,72358695,72358849,q11,gneg
chr9,72358849,72358849,p36.33,acen
chr9,72358849,72359007,q11,gneg
chr9,72359007,72359007,p36.33,acen
chr9,72359007,72359163,q11,gneg
chr9,72359163,72359163,p36.33,acen
chr9,72359163,72359319,q11,gneg
chr9,72359319,72359319,p36.33,acen
chr9,72359319,72359473,q11,gneg
chr9,72359473,72359473,p36.33,acen
chr9,72359473,72361887,q11,gneg
chr9,72361887,72361887,p36.33,acen
chr9,72361887,72375005,q11,gneg
chr9,72375005,72375005,p36.33,acen
chr9,72375005,72375162,q11,gneg
chr9,72375162,72375162,p36.33,acen
chr9,72375162,72375315,q11,gneg
chr9,72375315,72375315,p36.33,acen
chr9,72375315,72375472,q11,gneg
chr9,72375472,72375472,p36.33,acen
chr9,72375472,72375633,q11,gneg
chr9,72375633,72375633,p36.33,acen
chr9,72375633,72375778,q11,gneg
chr9,72375778,72375778,p36.33,acen
chr9,72375778,72375936,q11,gneg
chr9,72375936,72375936,p36.33,acen
chr9,72375936,72376090,q11,gneg
chr9,72376090,72376090,p36.33,acen
chr9,72376090,72376248,q11,gneg
chr9,72376248,72376248,p36.33,acen
chr9,72376248,72376403,q11,gneg
chr9,72376403,72376403,p36.33,acen
chr9,72376403,72376557,q11,gneg
chr9,72376557,72376557,p36.33,acen
chr9,72376557,72376708,q11,gneg
chr9,72376708,72376708,p36.33,acen
chr9,72376708,72376865,q11,gneg
chr9,72376865,72376865,p36.33,acen
chr9,72376865,72377022,q11,gneg
chr9,72377022,72377022,p36.33,acen
chr9,72377022,72377179,q11,gneg
chr9,72377179,72377179,p36.33,acen
chr9,72377179,72377335,q11,gneg
chr9,72377335,72377335,p36.33,acen
chr9,72377335,72377488,q11,gneg
chr9,72377488,72377488,p36.33,acen
chr9,72377488,72377645,q11,gneg
chr9,72377645,72377645,p36.33,acen
chr9,72377645,72377800,q11,gneg
chr9,72377800,72377800,p36.33,acen
chr9,72377800,72377955,q11,gneg
chr9,72377955,72377955,p36.33,acen
chr9,72377955,72378113,q11,gneg
chr9,72378113,72378113,p36.33,acen
chr9,72378113,72378268,q11,gneg
chr9,72378268,72378268,p36.33,acen
chr9,72378268,72378416,q11,gneg
chr9,72378416,72378416,p36.33,acen
chr9,72378416,72378573,q11,gneg
chr9,72378573,72378573,p36.33,acen
chr9,72378573,72378728,q11,gneg
chr9,72378728,72378728,p36.33,acen
chr9,72378728,72378884,q11,gneg
chr9,72378884,72378884,p36.33,acen
chr9,72378884,72379042,q11,gneg
chr9,72379042,72379042,p36.33,acen
chr9,72379042,72379197,q11,gneg
chr9,72379197,72379197,p36.33,acen
chr9,72379197,72389106,q11,gneg
chr9,72389106,72389106,p36.33,acen
chr9,72389106,72389262,q11,gneg
chr9,72389262,72389262,p36.33,acen
chr9,72389262,72389419,q11,gneg
chr9,72389419,72389419,p36.33,acen
chr9,72389419,72389574,q11,gneg
chr9,72389574,72389574,p36.33,acen
chr9,72389574,72389730,q11,gneg
chr9,72389730,72389730,p36.33,acen
chr9,72389730,72389885,q11,gneg
chr9,72389885,72389885,p36.33,acen
chr9,72389885,72390041,q11,gneg
chr9,72390041,72390041,p36.33,acen
chr9,72390041,72390198,q11,gneg
chr9,72390198,72390198,p36.33,acen
chr9,72390198,72390354,q11,gneg
chr9,72390354,72390354,p36.33,acen
chr9,72390354,72390510,q11,gneg
chr9,72390510,72390510,p36.33,acen
chr9,72390510,72390667,q11,gneg
chr9,72390667,72390667,p36.33,acen
chr9,72390667,72390822,q11,gneg
chr9,72390822,72390822,p36.33,acen
chr9,72390822,72390978,q11,gneg
chr9,72390978,72390978,p36.33,acen
chr9,72390978,72391135,q11,gneg
chr9,72391135,72391135,p36.33,acen
chr9,72391135,72391290,q11,gneg
chr9,72391290,72391290,p36.33,acen
chr9,72391290,72391897,q11,gneg
chr9,72391897,72391897,p36.33,acen
chr9,72391897,72392049,q11,gneg
chr9,72392049,72392049,p36.33,acen
chr9,72392049,72392208,q11,gneg
chr9,72392208,72392208,p36.33,acen
chr9,72392208,72392362,q11,gneg
chr9,72392362,72392362,p36.33,acen
chr9,72392362,72392520,q11,gneg
chr9,72392520,72392520,p36.33,acen
chr9,72392520,72392674,q11,gneg
chr9,72392674,72392674,p36.33,acen
chr9,72392674,72392823,q11,gneg
chr9,72392823,72392823,p36.33,acen
chr9,72392823,72392979,q11,gneg
chr9,72392979,72392979,p36.33,acen
chr9,72392979,72393135,q11,gneg
chr9,72393135,72393135,p36.33,acen
chr9,72393135,72393290,q11,gneg
chr9,72393290,72393290,p36.33,acen
chr9,72393290,72393449,q11,gneg
chr9,72393449,72393449,p36.33,acen
chr9,72393449,72393599,q11,gneg
chr9,72393599,72393599,p36.33,acen
chr9,72393599,72393755,q11,gneg
chr9,72393755,72393755,p36.33,acen
chr9,72393755,72393911,q11,gneg
chr9,72393911,72393911,p36.33,acen
chr9,72393911,72394066,q11,gneg
chr9,72394066,72394066,p36.33,acen
chr9,72394066,72394221,q11,gneg
chr9,72394221,72394221,p36.33,acen
chr9,72394221,72394384,q11,gneg
chr9,72394384,72394384,p36.33,acen
chr9,72394384,72394537,q11,gneg
chr9,72394537,72394537,p36.33,acen
chr9,72394537,72394694,q11,gneg
chr9,72394694,72394694,p36.33,acen
chr9,72394694,72394850,q11,gneg
chr9,72394850,72394850,p36.33,acen
chr9,72394850,72395006,q11,gneg
chr9,72395006,72395006,p36.33,acen
chr9,72395006,72395164,q11,gneg
chr9,72395164,72395164,p36.33,acen
chr9,72395164,72395320,q11,gneg
chr9,72395320,72395320,p36.33,acen
chr9,72395320,72395476,q11,gneg
chr9,72395476,72395476,p36.33,acen
chr9,72395476,72395632,q11,gneg
chr9,72395632,72395632,p36.33,acen
chr9,72395632,72395787,q11,gneg
chr9,72395787,72395787,p36.33,acen
chr9,72395787,72395942,q11,gneg
chr9,72395942,72395942,p36.33,acen
chr9,72395942,72396097,q11,gneg
chr9,72396097,72396097,p36.33,acen
chr9,72396097,72396253,q11,gneg
chr9,72396253,72396253,p36.33,acen
chr9,72396253,72396408,q11,gneg
chr9,72396408,72396408,p36.33,acen
chr9,72396408,72396563,q11,gneg
chr9,72396563,72396563,p36.33,acen
chr9,72396563,72396718,q11,gneg
chr9,72396718,72396718,p36.33,acen
chr9,72396718,72396881,q11,gneg
chr9,72396881,72396881,p36.33,acen
chr9,72396881,72397028,q11,gneg
chr9,72397028,72397028,p36.33,acen
chr9,72397028,72397184,q11,gneg
chr9,72397184,72397184,p36.33,acen
chr9,72397184,72397340,q11,gneg
chr9,72397340,72397340,p36.33,acen
chr9,72397340,72397495,q11,gneg
chr9,72397495,72397495,p36.33,acen
chr9,72397495,72397651,q11,gneg
chr9,72397651,72397651,p36.33,acen
chr9,72397651,72397806,q11,gneg
chr9,72397806,72397806,p36.33,acen
chr9,72397806,72397962,q11,gneg
chr9,72397962,72397962,p36.33,acen
chr9,72397962,72398118,q11,gneg
chr9,72398118,72398118,p36.33,acen
chr9,72398118,72398273,q11,gneg
chr9,72398273,72398273,p36.33,acen
chr9,72398273,72398430,q11,gneg
chr9,72398430,72398430,p36.33,acen
chr9,72398430,72398584,q11,gneg
chr9,72398584,72398584,p36.33,acen
chr9,72398584,72398740,q11,gneg
chr9,72398740,72398740,p36.33,acen
chr9,72398740,72398896,q11,gneg
chr9,72398896,72398896,p36.33,acen
chr9,72398896,72399052,q11,gneg
chr9,72399052,72399052,p36.33,acen
chr9,72399052,72399206,q11,gneg
chr9,72399206,72399206,p36.33,acen
chr9,72399206,72399362,q11,gneg
chr9,72399362,72399362,p36.33,acen
chr9,72399362,72399519,q11,gneg
chr9,72399519,72399519,p36.33,acen
chr9,72399519,72399674,q11,gneg
chr9,72399674,72399674,p36.33,acen
chr9,72399674,72399830,q11,gneg
chr9,72399830,72399830,p36.33,acen
chr9,72399830,72399986,q11,gneg
chr9,72399986,72399986,p36.33,acen
chr9,72399986,72400148,q11,gneg
chr9,72400148,72400148,p36.33,acen
chr9,72400148,72400300,q11,gneg
chr9,72400300,72400300,p36.33,acen
chr9,72400300,72400453,q11,gneg
chr9,72400453,72400453,p36.33,acen
chr9,72400453,72400608,q11,gneg
chr9,72400608,72400608,p36.33,acen
chr9,72400608,72400764,q11,gneg
chr9,72400764,72400764,p36.33,acen
chr9,72400764,72400920,q11,gneg
chr9,72400920,72400920,p36.33,acen
chr9,72400920,72401077,q11,gneg
chr9,72401077,72401077,p36.33,acen
chr9,72401077,72401233,q11,gneg
chr9,72401233,72401233,p36.33,acen
chr9,72401233,72401388,q11,gneg
chr9,72401388,72401388,p36.33,acen
chr9,72401388,72401544,q11,gneg
chr9,72401544,72401544,p36.33,acen
chr9,72401544,72401699,q11,gneg
chr9,72401699,72401699,p36.33,acen
chr9,72401699,72401860,q11,gneg
chr9,72401860,72401860,p36.33,acen
chr9,72401860,72402011,q11,gneg
chr9,72402011,72402011,p36.33,acen
chr9,72402011,72402166,q11,gneg
chr9,72402166,72402166,p36.33,acen
chr9,72402166,72402322,q11,gneg
chr9,72402322,72402322,p36.33,acen
chr9,72402322,72402492,q11,gneg
chr9,72402492,72402492,p36.33,acen
chr9,72402492,72402631,q11,gneg
chr9,72402631,72402631,p36.33,acen
chr9,72402631,72402784,q11,gneg
chr9,72402784,72402784,p36.33,acen
chr9,72402784,72402939,q11,gneg
chr9,72402939,72402939,p36.33,acen
chr9,72402939,72403095,q11,gneg
chr9,72403095,72403095,p36.33,acen
chr9,72403095,72403251,q11,gneg
chr9,72403251,72403251,p36.33,acen
chr9,72403251,72403406,q11,gneg
chr9,72403406,72403406,p36.33,acen
chr9,72403406,72403562,q11,gneg
chr9,72403562,72403562,p36.33,acen
chr9,72403562,72403718,q11,gneg
chr9,72403718,72403718,p36.33,acen
chr9,72403718,72403872,q11,gneg
chr9,72403872,72403872,p36.33,acen
chr9,72403872,72404028,q11,gneg
chr9,72404028,72404028,p36.33,acen
chr9,72404028,72404184,q11,gneg
chr9,72404184,72404184,p36.33,acen
chr9,72404184,72404340,q11,gneg
chr9,72404340,72404340,p36.33,acen
chr9,72404340,72404495,q11,gneg
chr9,72404495,72404495,p36.33,acen
chr9,72404495,72404651,q11,gneg
chr9,72404651,72404651,p36.33,acen
chr9,72404651,72404806,q11,gneg
chr9,72404806,72404806,p36.33,acen
chr9,72404806,72404961,q11,gneg
chr9,72404961,72404961,p36.33,acen
chr9,72404961,72405116,q11,gneg
chr9,72405116,72405116,p36.33,acen
chr9,72405116,72405272,q11,gneg
chr9,72405272,72405272,p36.33,acen
chr9,72405272,72405435,q11,gneg
chr9,72405435,72405435,p36.33,acen
chr9,72405435,72405582,q11,gneg
chr9,72405582,72405582,p36.33,acen
chr9,72405582,72405738,q11,gneg
chr9,72405738,72405738,p36.33,acen
chr9,72405738,72405894,q11,gneg
chr9,72405894,72405894,p36.33,acen
chr9,72405894,72406049,q11,gneg
chr9,72406049,72406049,p36.33,acen
chr9,72406049,72406205,q11,gneg
chr9,72406205,72406205,p36.33,acen
chr9,72406205,72406360,q11,gneg
chr9,72406360,72406360,p36.33,acen
chr9,72406360,72406515,q11,gneg
chr9,72406515,72406515,p36.33,acen
chr9,72406515,72406670,q11,gneg
chr9,72406670,72406670,p36.33,acen
chr9,72406670,72406839,q11,gneg
chr9,72406839,72406839,p36.33,acen
chr9,72406839,72406989,q11,gneg
chr9,72406989,72406989,p36.33,acen
chr9,72406989,72407143,q11,gneg
chr9,72407143,72407143,p36.33,acen
chr9,72407143,72407292,q11,gneg
chr9,72407292,72407292,p36.33,acen
chr9,72407292,72407448,q11,gneg
chr9,72407448,72407448,p36.33,acen
chr9,72407448,72407605,q11,gneg
chr9,72407605,72407605,p36.33,acen
chr9,72407605,72407759,q11,gneg
chr9,72407759,72407759,p36.33,acen
chr9,72407759,72407913,q11,gneg
